"";"ResponseId";"Województwo";"StartDate";"EndDate";"Status";"IPAddress";"Progress";"Duration__in_seconds_";"Finished";"RecordedDate";"RecipientLastName";"RecipientFirstName";"RecipientEmail";"ExternalReference";"LocationLatitude";"LocationLongitude";"DistributionChannel";"UserLanguage";"Q_RecaptchaScore";"Q2";"Q4";"Q20";"Q19";"Q5_1";"Q5_2";"Q5_3";"Q5_4";"Q5_5";"Q5_6";"Q5_7";"Q5_8";"Q5_9";"Q5_10";"Q5_11";"Q5_12";"Q5_13";"Q5_14";"Q5_15";"Q21_1";"Q21_2";"Q21_3";"Q21_4";"Q21_5";"Q21_6";"Q21_7";"Q21_8";"Q21_9";"Q21_10";"Q21_11";"Q21_12";"Q21_13";"Q21_14";"Q21_15";"Q21_16";"Q21_17";"Q21_18";"Q7_1";"Q7_2";"Q7_3";"Q7_4";"Q7_5";"Q7_6";"Q7_7";"Q7_8";"Q7_9";"Q7_10";"Q7_11";"Q9_1";"Q9_2";"Q9_3";"Q9_4";"Q9_5";"Q9_6";"Q9_7";"Q9_8";"Q9_9";"Q9_10";"Q9_11";"Q9_12";"Q9_13";"Q9_14";"Q9_15";"Q9_16";"Q9_17";"Q9_18";"Q9_19";"Q9_20";"Q9_21";"Q9_22";"Q9_23";"Q9_24";"Q9_25";"Q9_26";"Q9_27";"Q9_28";"Q9_29";"Q9_30";"Q9_31";"Q6_1";"Q6_2";"Q6_3";"Q6_4";"Q6_5";"Q6_6";"Q6_7";"Q6_8";"Q6_9";"Q6_10";"Q6_11";"Q6_12";"Q6_13";"Q6_14";"Q6_15";"Q6_16";"Q6_17";"Q6_18";"Q6_19";"Q6_20";"Q6_21";"Q6_22";"Q6_23";"Q8_1";"Q8_2";"Q8_3";"Q8_4";"Q8_5";"Q8_6";"Q8_7";"Q8_8";"Q8_9";"Q8_10";"Q8_11";"Q8_12";"Q8_13";"Q10_1";"Q10_2";"Q10_3";"Q10_4";"Q10_5";"Q10_6";"Q10_7";"Q10_8";"Q10_9";"Q10_10";"Q10_11";"Q10_12";"Q11_1";"Q11_2";"Q11_3";"Q11_4";"Q11_5";"Q11_6";"Q11_7";"Q11_8";"Q11_9";"Q11_10";"Q11_11";"Q11_12";"Q11_13";"Q12_1";"Q12_2";"Q13_1";"Q13_2";"Q13_3";"Q13_4";"Q13_5";"Q13_6";"Q13_7";"Q13_8";"Q13_9";"Q13_10";"Q14_1";"Q14_2";"Q14_3";"Q14_4";"Q15_1";"Q15_2";"Q15_3";"Q15_4";"Q15_5";"Q15_6";"Q15_7";"Q15_8";"Q15_9";"Q15_10";"Q15_11";"Q15_12";"Q15_13";"Q15_14";"Q16_1";"Q16_2";"Q17";"Q18_1";"Q18_2";"Kody_szkol";"Q99___Miasto_Wie_";"Q18_1_Nic";"Q18_1_Nie_wiem";"Q18_1_odp";"Q18_2_m_zew_pieni_dze";"Q18_2_Zawodowe";"Q18_2_m_zew_s_awa";"Q18_2_Wa_ne";"Q18_2_m_osi_gniec";"Q18_2_m_zew_wynalazek";"Q18_2_Inne";"Q18_2_Status";"Q18_2_m_zew_inne";"Q18_2_Pomoc";"Q18_2_m_wew_zaint";"Q18_2_m_zew_wa_ne";"Q18_2_m_wew__przyj";"Q18_2_odp";"Q18_2_W_asne";"Q18_2___Parent_Topics";"Q18_2___Sentiment_Polarity";"Q18_2___Sentiment_Score";"Q18_2___Sentiment";"Q18_2___Topic_Sentiment_Label";"Q18_2___Topic_Sentiment_Score";"Q18_2___Topics"
"1097";"R_3yCwoeVy2Bowrvz";"MAZOWIECKIE";2021-05-12 06:56:27;2021-05-12 07:58:25;1;"";100;3718;1;2021-05-12 07:58:27;"";"";"";"";"52.2483978271484375";"21.002593994140625";"preview";"EN";1;1;"22";" .";".";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";NA;NA;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1098";"R_1CrPdwdsbIeI5Vt";"LÓDZKIE";2020-11-25 13:22:32;2020-11-25 13:40:55;0;"31.1.223.128";100;1102;1;2020-11-25 13:40:55;"";"";"";"";"50.8300018310546875";"19.1009063720703125";"anonymous";"EN";0,9;1;"13";"Samorzadowa szkola podstawowa w Chwalibogowie";"Chwalibogowo";4;4;4;4;4;4;3;4;4;4;2;4;4;4;NA;4;4;3;4;4;4;3;3;4;2;2;2;3;3;4;4;4;3;3;4;3;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;4;3;4;1;4;1;2;2;2;4;3;3;4;4;3;2;2;4;4;4;4;4;4;3;3;2;3;2;3;4;4;1;4;2;3;3;2;2;4;4;2;3;3;4;4;3;1;4;3;2;2;4;1;1;4;2;2;2;3;2;3;4;3;NA;2;4;3;2;4;4;2;4;3;4;4;4;2;3;2;1;1;3;2;3;1;4;1;2;1;4;4;2;1;2;1;1;3;3;2;2;4;4;4;4;4;4;NA;3;2;4;2;2;3;1;"";"";5;"Naukowiec,lekarz,chemik";"Chcialabym wynalezc cos co polepszy sytuacje na swiecie, leczyc ludzi, wynalezc lek na jakas chorobe";NA;1;"";"";"1";"";"";"";"";"";"";"";"";"1";"";"";"";"";"1";"";"";0;-5;"Negative";"";"";"Unknown"
"1099";"R_3KqfLLYPSux3fd8";"PODKARPACKIE";2020-11-20 05:45:31;2020-11-20 05:59:39;0;"83.26.211.154";100;847;1;2020-11-20 05:59:39;"";"";"";"";"50.2877044677734375";"21.4449005126953125";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa w Tarnogórze - Kolonii";"Tarnogóra - Kolonia";2;2;2;NA;3;3;3;2;2;3;1;2;3;2;NA;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;3;4;4;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;2;3;2;3;2;3;2;3;2;3;4;3;2;2;2;2;2;2;2;2;2;3;3;3;1;1;2;1;3;3;3;3;3;3;2;2;3;1;1;2;4;3;2;3;3;1;3;4;4;1;4;4;3;1;2;2;1;4;3;4;3;4;3;3;3;1;4;3;3;3;2;1;1;2;2;2;2;3;4;4;3;2;2;2;1;1;2;2;1;1;4;1;2;2;1;2;2;4;4;4;4;4;4;3;3;2;3;1;2;2;2;"";"";3;"";"";75;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1100";"R_sSdyXQB3uWVZGXn";"PODKARPACKIE";2020-11-23 06:16:42;2020-11-23 06:30:57;0;"83.26.211.35";100;854;1;2020-11-23 06:30:57;"";"";"";"";"50.2877044677734375";"21.4449005126953125";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa im. Batalionów Chlopskichw Szewni Górnej";"Szewnia Górna";1;4;4;2;4;4;1;2;3;3;2;4;3;3;3;3;3;4;4;3;3;4;3;4;4;3;4;2;2;4;4;2;3;3;4;3;4;4;3;4;4;4;4;4;4;2;3;2;4;2;2;2;2;3;4;4;4;4;1;1;1;1;4;4;2;2;2;2;2;2;3;3;2;2;NA;2;3;4;4;2;2;4;2;3;4;3;3;4;4;2;2;3;3;2;2;2;2;NA;2;2;1;1;3;3;2;2;2;2;3;2;2;4;3;2;2;1;4;3;2;NA;1;1;1;2;3;2;2;2;3;4;2;3;3;2;3;3;4;4;4;1;4;1;4;1;1;1;1;1;2;2;3;3;1;1;1;1;1;3;2;3;3;3;3;2;3;NA;"";"";5;"";"";74;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";NA;NA;"";"";"";""
"1101";"R_ROagVDSGR0Xl0xH";"MALOPOLSKIE";2020-12-02 23:45:25;2020-12-03 00:04:08;0;"93.159.188.16";100;1123;1;2020-12-03 00:04:08;"";"";"";"";"49.29510498046875";"19.9586944580078125";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa nr 2";"Zakopane";2;3;2;2;3;2;2;2;3;4;3;4;3;4;4;2;4;4;3;4;3;3;2;3;3;3;3;1;1;3;3;3;3;4;3;3;3;2;3;2;2;3;3;2;2;2;3;2;4;2;2;4;4;3;3;3;3;1;1;2;3;2;3;2;2;2;3;1;2;1;1;2;2;2;2;3;4;3;2;1;3;3;3;4;3;2;3;2;4;3;3;4;2;4;4;3;3;3;2;4;1;3;4;4;2;3;3;1;1;3;1;3;2;3;1;2;3;2;3;4;1;3;2;2;4;3;NA;2;1;2;2;2;3;4;1;3;1;2;2;1;2;1;3;1;1;1;1;1;2;4;1;3;2;3;3;1;3;2;3;3;2;1;4;4;4;4;"";"";4;"architektem";"jest to ciekawy zawód";81;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"1102";"R_3n7bBrlmtbmJ4WX";"DOLNOSLASKIE";2020-11-20 05:20:08;2020-11-20 05:49:53;0;"83.14.225.90";100;1784;1;2020-11-20 05:49:53;"";"";"";"";"51.1658935546875";"16.5998992919921875";"anonymous";"EN";0,9;1;"13";"Szkola podstawowa numer 2 imienia Jana Pawla II";"Twardogóra";2;4;4;4;3;2;2;1;4;4;1;4;4;4;1;4;4;2;2;3;2;3;4;4;2;4;4;4;3;3;4;2;2;3;4;4;4;3;4;4;3;3;4;2;4;4;4;2;2;2;2;3;3;3;3;1;1;1;1;1;1;1;1;1;3;4;4;4;4;3;1;4;4;1;4;1;3;2;1;4;4;4;4;2;1;4;4;4;4;2;1;4;1;1;4;4;4;1;1;4;1;4;4;4;1;1;4;NA;1;2;2;4;4;4;4;3;NA;4;4;4;1;4;3;4;3;4;3;4;2;2;1;1;4;2;2;NA;NA;2;2;1;1;2;2;1;1;NA;NA;NA;4;4;1;4;4;4;4;4;4;4;4;4;4;4;1;4;4;1;"poznac kosmos";"jest on bardzo interesujacy";5;"architektem";"interesuje mnie ten zawód";18;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;4;"Positive";"";"";"Unknown"
"1103";"R_2QL3foYpVD3IrKZ";NA;2020-12-07 02:30:49;2020-12-07 05:55:38;0;"176.221.125.161";100;12289;1;2020-12-07 05:55:39;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"15";"Szkola Podstawowa NR2 im. Danuty Siedzikówny "" Inki""";"Elk";1;1;4;4;4;4;4;1;1;1;3;3;1;3;NA;4;4;4;4;1;1;3;3;3;3;3;4;4;4;4;4;3;3;NA;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;"wirusy";"to cos intersujacego i niezanego";3;"lekarz";"pomaganie innym ludziom";11;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";0;-2;"Negative";"";"";"Unknown"
"1104";"R_1n1JrR2whT9c5hu";NA;2020-12-07 06:13:41;2020-12-07 06:19:28;0;"89.228.55.9";100;346;1;2020-12-07 06:19:28;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa numer dwa w Elku imnienia Danuty siedzikównej inki";"Elk";4;4;2;1;4;1;4;1;4;1;1;4;4;4;1;1;4;4;2;4;4;4;4;1;1;1;1;4;4;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;3;1;2;1;1;2;3;2;1;1;2;3;4;3;2;1;2;3;4;3;2;1;2;3;4;3;2;1;2;3;4;3;1;2;3;2;2;3;1;3;2;3;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;NA;1;NA;2;NA;3;NA;4;3;2;3;3;3;"czemu szkola ssie ?";"szkola ssie !";1;"jebanie disa";"dis to cwel";11;2;"";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";0;0;"Neutral";"";"";"Unknown"
"1105";"R_1OH6jUdbBXcWgDo";NA;2020-12-07 06:14:20;2020-12-07 06:30:17;0;"89.228.55.9";100;957;1;2020-12-07 06:30:18;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;2;"14";"sp2";"elk";1;3;2;1;4;1;4;1;4;4;1;4;4;2;3;4;3;3;2;4;3;2;4;3;1;1;1;4;3;2;4;3;2;1;4;3;4;4;4;3;2;2;1;1;1;1;1;3;2;4;4;4;4;4;1;NA;1;1;1;1;1;1;3;1;2;4;1;1;1;1;1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;1;3;3;3;2;2;3;2;1;3;1;3;2;1;2;4;2;4;2;1;1;1;1;4;4;4;3;4;3;1;1;2;4;4;1;3;1;2;2;1;1;1;3;1;1;1;1;1;3;4;2;1;2;4;4;4;3;4;4;2;3;4;4;2;4;2;"stworzyc sztuczne zycie, albo zrobic poniektóe planety miszkalnymi, lub roboludzi";"t oby bylo potrzebne i interesujace";5;"zolnierzem wywiadu polskiego";"t ojest potrzebne w tyc hczasach, oraz bardzo chce wykonywacte nzawód";11;2;"";"";"1";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"";"";0;0;"Neutral";"";"";"Unknown"
"1106";"R_Y3vij0vQ4U0titb";NA;2020-12-07 07:38:54;2020-12-07 08:17:55;0;"176.221.125.226";100;2340;1;2020-12-07 08:17:56;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 2 im. Danuty Siedzikówny ""INKI""";"Elk";3;2;3;4;4;4;4;3;4;4;3;4;4;4;2;4;4;3;2;4;4;3;4;4;3;3;2;3;2;3;4;3;4;3;4;3;3;4;4;4;3;3;4;4;3;3;4;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;1;1;3;3;3;3;3;3;4;3;3;3;4;2;4;2;2;3;2;3;4;3;1;3;2;2;1;3;3;4;1;2;2;1;4;3;1;4;2;3;2;3;1;2;3;2;2;1;3;3;4;2;1;2;1;3;2;3;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1;2;2;1;NA;NA;NA;NA;NA;NA;2;2;2;2;3;3;3;3;3;3;3;2;4;2;3;2;2;2;"";"";5;"nie wiem";"";11;2;"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1107";"R_cGDRkqne8phbFWF";NA;2020-12-07 13:02:12;2020-12-07 13:24:51;0;"176.221.125.228";100;1358;1;2020-12-07 13:24:51;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"14";"SP2 im. Danuty Siedzikówny ,,Inki''";"Elk";2;2;1;2;3;3;3;1;3;2;2;1;3;3;1;4;3;3;2;3;2;2;1;1;3;1;2;3;2;1;2;1;1;2;3;2;4;3;3;3;3;3;4;3;2;4;4;4;3;4;4;3;4;2;4;4;4;4;4;4;4;2;2;2;3;4;4;1;2;2;3;3;4;4;4;3;2;2;1;4;4;4;4;2;4;2;3;4;2;4;3;4;2;4;3;2;3;4;1;NA;1;2;2;4;1;3;4;2;1;3;2;2;2;1;1;2;2;1;3;2;1;1;4;4;4;4;4;3;1;3;1;2;4;2;1;3;1;4;4;2;4;1;3;2;1;1;1;1;1;1;1;3;4;4;4;4;4;4;4;2;2;3;2;2;2;1;"Wynalezc nowe lekarstwa/antybiotyki/szczepionki.";"Jest to bardzo wazne w obecnych oraz przyszlych czasach";3;"aktorka";"interesuje sie aktorstwem, odnajduje sie w tym temacie i to mnie zaciekawia.";11;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"1108";"R_ernOPOBwceDIQq5";NA;2020-12-07 12:48:01;2020-12-07 13:49:50;0;"89.228.47.162";100;3708;1;2020-12-07 13:49:50;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 2 im.Danuty Siedzikówny „Inki”";"Elk";1;1;1;1;4;1;4;1;1;1;1;3;3;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;4;1;1;1;4;4;1;4;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;2;4;1;1;2;3;4;2;2;4;2;1;1;2;1;1;1;1;4;1;1;1;1;1;1;4;2;3;4;1;2;2;1;1;4;4;1;1;4;4;4;1;4;4;4;1;1;1;1;1;4;4;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;"Przeprowadzic badanie na temat wplywu spoleczenstwa na psychike innych ludzi";"W dzisiejszych czasach ma to dosc duzy wplyw na nas i chcialabym zobaczyc jak ludzka psychika na to reaguje";7;"Nie wiem";"Nie wiem";11;2;"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";0;0;"Neutral";"";"";"Unknown"
"1109";"R_V23T0bbqbsLMOZP";NA;2020-12-07 13:38:25;2020-12-07 14:07:12;0;"89.228.50.236";100;1726;1;2020-12-07 14:07:12;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"16";"Szkola Podstawowa nr2 im. Danuty ,,Inki"" Siedzikówny w Elku";"W Polsce w miescie Elk";1;3;2;4;3;4;4;1;3;4;4;4;4;2;2;3;2;2;3;4;2;4;NA;3;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;2;4;3;4;3;4;4;4;4;4;4;4;2;3;2;3;2;2;4;3;3;2;4;4;4;2;3;4;4;4;4;4;3;4;2;1;4;4;4;2;4;4;3;4;4;4;3;4;3;1;3;4;3;4;3;1;2;4;4;3;3;1;4;4;3;1;3;1;2;2;3;2;4;2;4;3;4;2;2;4;4;2;3;3;4;2;1;3;2;3;3;3;4;1;3;2;2;4;2;3;2;2;1;NA;2;3;2;3;4;2;3;2;4;4;3;4;3;4;3;1;2;2;3;"Pracowac nad lekiem przeciwko mukowiscydosie";"nie do konca inni przejmuja sie choroba,to co sie dzieje z czlowiekiem i jakie zmiany zachodza oraz to jakie zagrozenie nastaje gdy chory moze zarazic chorego.Teraz prawie nikt sie tym nie przejmuje dlatego ja bym chciala dac im lekkosc i bezpieczenstwo";3;"Chcialabym zostac piosenkarka lub dogoterapeutka";"Spiew daje mi wolnosc a zwierzeta milosc takze chce pomagac chorym dzieciom,pokazac im ze zwierzeta to przyjaciele";11;2;"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"1";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"1110";"R_emoQJamoAbylp3X";NA;2020-12-07 13:56:15;2020-12-07 14:10:48;0;"81.190.250.155";100;872;1;2020-12-07 14:10:49;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"13";"Szkola Podstawowa nr 2 im. Danuty Siedzikówny Inki";"Elk";2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;3;1;2;4;4;4;4;1;1;1;1;2;2;2;3;3;1;1;1;1;3;3;1;1;NA;1;1;3;3;3;3;3;4;4;4;4;4;4;4;3;2;2;3;3;1;2;3;4;3;3;3;3;3;4;4;3;3;2;2;4;4;4;4;NA;4;4;4;4;3;3;4;1;1;4;3;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;3;3;3;3;3;3;3;3;1;1;NA;3;4;4;3;4;3;2;2;3;3;2;2;NA;1;2;2;1;4;3;2;2;3;NA;NA;NA;2;2;2;3;4;4;4;4;4;4;4;3;2;3;1;1;2;2;"wynalezc lek na smiertelne choroby";"Nie chce aby ludzie/ dzieci cierpialu";4;"Lekarz";"Pomoc innym";11;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";0;-4;"Negative";"";"";"Unknown"
"1111";"R_0vz2E7rwntdJgjf";NA;2020-12-08 03:00:43;2020-12-08 03:20:48;0;"89.228.53.40";100;1205;1;2020-12-08 03:20:48;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa nr 2 w Elk im. Danuty Siedzikównej ""Inki""";"Elk";4;1;1;1;4;4;NA;3;4;3;1;4;3;1;1;2;3;4;3;4;4;4;2;2;2;4;2;1;2;2;4;4;2;3;3;4;4;4;4;4;3;1;3;3;3;2;3;3;4;2;4;3;4;3;4;2;4;3;2;2;3;2;2;2;3;4;3;4;4;4;3;4;4;4;4;1;2;2;3;1;1;2;1;3;2;4;3;3;2;3;2;4;4;1;3;4;2;2;2;3;3;2;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;4;4;4;4;3;4;4;4;3;4;3;2;3;2;3;3;3;2;3;1;3;2;1;1;1;4;3;3;1;1;2;3;3;4;3;1;3;2;3;2;2;4;3;3;3;4;2;4;2;"zajac sie badaniami nad mutacjami i chorobami";"chce szczescia ludzi";4;"weterynarzem";"pomoc zwierzetom sprawia mi przyjemnosc";11;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;5;"Positive";"";"";"Unknown"
"1112";"R_116NtPHMlEoEo2h";NA;2020-12-09 01:11:25;2020-12-09 01:29:32;0;"89.228.52.140";100;1087;1;2020-12-09 01:29:32;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 2";"Elk";2;2;2;2;4;3;2;1;4;2;4;4;3;3;3;4;2;4;4;2;2;3;4;2;3;3;3;2;2;2;2;3;2;1;4;4;4;1;4;2;1;2;4;3;2;4;4;2;2;2;3;2;2;2;4;3;3;3;3;3;2;1;3;3;1;3;2;2;4;3;2;2;3;2;4;2;3;2;1;2;3;3;3;3;4;4;4;4;3;2;3;2;1;1;3;4;4;2;1;4;1;3;3;3;1;1;4;4;1;1;2;3;2;3;1;2;3;3;2;2;1;1;2;3;3;2;2;2;2;1;2;3;2;2;1;4;2;2;3;1;1;2;3;1;3;1;1;1;2;2;2;2;3;2;3;4;3;3;3;3;2;3;1;2;3;1;"Zrobic cos w kierunku polepszenia sytuacji na ziemi";"Jest coraz gorzej";6;"";"";11;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1113";"R_1i9xex6AmGDpWTh";NA;2020-12-09 01:23:40;2020-12-09 01:31:18;0;"176.221.125.162";100;457;1;2020-12-09 01:31:18;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa nr.2 im. Danut Siedzikówny";"Elk";2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;4;3;2;4;2;2;2;2;2;2;2;3;2;4;3;4;3;3;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;4;3;2;2;2;2;2;2;2;2;4;3;4;3;1;4;3;3;4;2;3;4;4;4;2;3;4;2;2;4;3;4;3;3;3;4;2;3;4;1;2;4;4;3;4;3;3;2;2;2;2;2;2;2;2;2;4;2;3;4;4;3;3;2;3;2;2;3;3;3;3;1;2;2;2;1;2;2;2;3;2;2;2;2;4;1;4;4;4;4;4;4;4;4;4;4;4;3;2;3;1;"";"";3;"";"";11;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1114";"R_2QG774wG0re4aPM";NA;2020-12-09 01:23:07;2020-12-09 01:31:42;0;"176.221.124.12";100;515;1;2020-12-09 01:31:44;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;1;"14";"sp2";"Elk";1;3;3;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;3;3;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;NA;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;4;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;2;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"";"";2;"";"";11;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1115";"R_2CIbaj5KbXdwpXz";NA;2020-12-09 01:22:35;2020-12-09 01:34:58;0;"176.221.124.73";100;742;1;2020-12-09 01:34:58;"";"";"";"";"53.8195037841796875";"22.3650054931640625";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa nr 2 im. Danuty Siedzikówny ""Inki""";"Elk";1;1;NA;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;3;3;2;3;2;3;2;2;3;3;2;1;2;2;1;2;1;1;2;1;1;2;2;3;2;4;4;2;1;1;3;1;1;4;4;1;1;2;4;2;2;2;2;2;2;2;2;1;4;1;4;4;4;4;3;4;2;2;2;4;2;2;2;1;2;1;1;1;1;3;1;1;1;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;1;"";"";4;"";"";11;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
